,ticker,company,date,year,compound_score,neg_score,neu_score,pos_score,tweet,quarter
0,MMM,3M Company,20180630,2018,0.0,0.0,1.0,0.0,3M Co (MMM) Holder Walter &amp; Keenan Financial Consulting Company Upped Holding ... https://t.co/wbJSJCYx7G $MMM #stocks #stockmarket,2018Q2
1,MMM,3M Company,20180629,2018,0.0,0.0,1.0,0.0,Vaughan David Investments Has Decreased By $1.06 Million Its 3M Company $MMM Position; 5 Bullish Analysts Covering… https://t.co/idfLXgSRoP,2018Q2
2,MMM,3M Company,20180629,2018,0.4939,0.0,0.856,0.144,Davidson D A &amp; Company Lifted Its 3M Co $MMM Holding; Nelson Van Denburg &amp; Campbell Wealth Management Group Has Tri… https://t.co/1i8cpac2Fc,2018Q2
3,MMM,3M Company,20180629,2018,0.4939,0.0,0.849,0.151,"Blue Bell Private Wealth Management Has Raised 3M Company $MMM Holding by $427,050; Stock Price Declined; As Watts… https://t.co/GihsOcYJos",2018Q2
4,MMM,3M Company,20180629,2018,-0.296,0.136,0.864,0.0,China Rapid Finance $XRF Gets Morgan Stanley Lower Rating; 6 Analysts Bullish 3M Company $MMM https://t.co/C837jz0KHJ,2018Q2
5,MMM,3M Company,20180629,2018,0.0,0.0,1.0,0.0,EPS for 3M Company $MMM Expected At $2.63; Agenus $AGEN Sentiment Is 1.46 - https://t.co/4aSAwJtCub,2018Q2
6,MMM,3M Company,20180629,2018,0.128,0.107,0.761,0.132,"Focused Investors Cut 3M Company $MMM Stake By $1.77 Million; Last Week BlackRock, Inc. $BLK Analysts - https://t.co/En52t8wzjc",2018Q2
7,MMM,3M Company,20180628,2018,0.0,0.0,1.0,0.0,"As 3M Company $MMM Stock Declined, Cs Mckee LP Has Trimmed by $602,250 Its Position; Brookmont Capital Management T… https://t.co/SNci8USlMX",2018Q2
8,MMM,3M Company,20180628,2018,0.34,0.0,0.876,0.124,"As 3M Company $MMM Market Value Declined, Jensen Investment Management Has Raised by $706,932 Its Position; Sheets… https://t.co/LPzI62YsHL",2018Q2
9,MMM,3M Company,20180628,2018,0.0,0.0,1.0,0.0,3M Company $MMM EPS Estimated At $2.63; Revlon New $REV SI Decreased By 13.61% - https://t.co/a3cZunKQgj,2018Q2
10,MMM,3M Company,20180628,2018,0.5106,0.0,0.845,0.155,"Chemung Canal Trust Company Has Trimmed By $420,699 Its 3M Co $MMM Holding; Prosperity Bancshares Has 0.95 Sentimen… https://t.co/cSsDmUmZvQ",2018Q2
11,MMM,3M Company,20180628,2018,0.0,0.0,1.0,0.0,"As 3M Company $MMM Valuation Declined, Osher Van De Voorde Investment Management Decreased Its Holding; Osborne Par… https://t.co/Tv0Fs1yotG",2018Q2
12,MMM,3M Company,20180628,2018,0.296,0.0,0.891,0.109,Murphy Capital Management Has Trimmed Its Mmm $3M Company $MMM Holding as Share Price Declined; Cavium $CAVM Positi… https://t.co/ASljeGViMW,2018Q2
13,MMM,3M Company,20180628,2018,0.2732,0.0,0.896,0.104,Intl Paper Co $IP Market Valuation Declined While Btc Capital Management Increased Its Position; West Oak Capital H… https://t.co/RhtVgnhR1l,2018Q2
14,MMM,3M Company,20180627,2018,0.0,0.0,1.0,0.0,"As 3M Company $MMM Stock Price Declined, Holder Osher Van De Voorde Investment Management Trimmed Stake by $1.28 Mi… https://t.co/9b7Fe2gN7Y",2018Q2
15,MMM,3M Company,20180627,2018,0.0,0.0,1.0,0.0,Birch Hill Investment Advisors Trimmed Its 3M Co $MMM Holding as Market Valuation Declined; General Electric Compan… https://t.co/wdELLfUrrP,2018Q2
16,MMM,3M Company,20180627,2018,0.4466,0.0,0.86,0.14,"S&amp;Co Decreased By $512,898 Its 3M Company Com $MMM Holding; OCADO GROUP PLC HATFIELD ORDINARY SHARES $OCDGF Shorts… https://t.co/c3LgyfcI1V",2018Q2
17,MMM,3M Company,20180627,2018,0.7964,0.0,0.649,0.351,"As Firstenergy $FE Shares Rose, Visionary Asset Management Trimmed by $315,996 Its Position; 3M Company $MMM Shareh… https://t.co/hpq9lvZEDU",2018Q2
18,MMM,3M Company,20180627,2018,0.5574,0.0,0.796,0.204,Qv Investors Has Decreased Its Wal $WMT Holding by $23.18 Million; Share Value Declined; As 3M Company $MMM Market… https://t.co/zGqDUGcj1T,2018Q2
19,MMM,3M Company,20180627,2018,0.4939,0.0,0.833,0.167,Greenwich Wealth Management Has Decreased Cisco Sys $CSCO Position by $9.90 Million; Market Valuation Declined; Con… https://t.co/5dLRGl6gVj,2018Q2
20,MMM,3M Company,20180627,2018,0.5574,0.0,0.796,0.204,Rowland &amp; Company Investment Counsel Raised Its Position in 3M Company $MMM by $98.22 Million as Share Value Declin… https://t.co/GDc1T1Hqli,2018Q2
21,MMM,3M Company,20180627,2018,0.0,0.0,1.0,0.0,First Manhattan Company Continues to Hold Position in British Amer Tob Plc $BTI; Douglass Winthrop Advisors Positio… https://t.co/VakhTcGJPv,2018Q2
22,MMM,3M Company,20180627,2018,0.6597,0.064,0.684,0.252,"Liberty Mutual Group Asset Management Lowered Old Dominion Fght Lines $ODFL Position by $568,378 as Stock Price Ros… https://t.co/xeOxXASKw1",2018Q2
23,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,3M Company $MMM Analysts See $2.63 EPS - https://t.co/Jn3Bl6fVO6,2018Q2
24,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,EPS for 3M Company $MMM Expected At $2.63 https://t.co/AqSm9XyC6J,2018Q2
25,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,EPS for 3M Company $MMM Expected At $2.63 https://t.co/8TDeCbPd2f,2018Q2
26,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,Analysts See $2.63 EPS for 3M Company $MMM https://t.co/STRD2ZLhX8,2018Q2
27,MMM,3M Company,20180626,2018,0.25,0.0,0.889,0.111,"Northstar Investment Advisors Raised Holding in Wp Carey  $WPC by $629,398; Bluestein R H &amp; Company Increases Posit… https://t.co/SA6AoFUo1G",2018Q2
28,MMM,3M Company,20180626,2018,0.5994,0.0,0.786,0.214,"3M Company $MMM Holder Cubic Asset Management Has Decreased Its Holding by $461,871 as Stock Value Declined; As Pop… https://t.co/M7iCYsaTWu",2018Q2
29,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,Prologis $PLD Valuation Rose While Aew Capital Management LP Has Trimmed Its Stake by $52.08 Million; Meyer Handelm… https://t.co/PfEBjsuUBX,2018Q2
30,MMM,3M Company,20180626,2018,0.4939,0.0,0.842,0.158,"Blue Bell Private Wealth Management Has Raised 3M Company $MMM Position By $427,050; GROGENESIS $GROG Shorts Raised… https://t.co/iIIht88LZe",2018Q2
31,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,Murphy Capital Management Has Decreased Its Stake in Mmm $3M Company $MMM as Valuation Declined; As General Electri… https://t.co/rWk0jTBU1L,2018Q2
32,MMM,3M Company,20180626,2018,-0.128,0.077,0.923,0.0,3M Co. $MMM Stock Price Declined While Schafer Cullen Capital Management Lowered by $6.89 Million Its Position; As… https://t.co/CP4a6EJSjo,2018Q2
33,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,Analysts See $1.60 EPS for Tractor Supply Company $TSCO; Northeast Investment Management Has Decreased Its 3M Co… https://t.co/PAonarDFEE,2018Q2
34,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,Analysts See $2.63 EPS for 3M Company $MMM; Embraer S.A. $ERJ Shorts Decreased By 19.73% - https://t.co/tyizRXAxbj,2018Q2
35,MMM,3M Company,20180626,2018,0.0,0.0,1.0,0.0,Rowland &amp; Company Investment Counsel Raised By $98.22 Million Its 3M Company $MMM Holding; Caesars Entertainment… https://t.co/XzKFqrECi9,2018Q2
36,MMM,3M Company,20180626,2018,0.4466,0.0,0.86,0.14,Murphy Capital Management Trimmed Mmm $3M Company $MMM Stake; ENGIE SA ORDINARY SHARES FRANCE $ENGQF Shorts Down By… https://t.co/rRqhZBhnSa,2018Q2
37,MMM,3M Company,20180626,2018,-0.3612,0.189,0.811,0.0,Michael Kors Holdings LTD  $KORS Shareholder Grimes &amp; Company Has Lowered Stake; First Fiduciary Investment Counsel… https://t.co/FXvYr54xC2,2018Q2
38,MMM,3M Company,20180625,2018,0.296,0.0,0.879,0.121,"3M Company $MMM Holder Confluence Investment Management Decreased Its Position by $929,217 as Share Price Declined;… https://t.co/yB1VyYBM9x",2018Q2
39,MMM,3M Company,20180625,2018,0.296,0.0,0.885,0.115,3M Company $MMM Shareholder Wesbanco Bank Decreased Stake as Share Price Declined; Gogo $GOGO Market Valuation Decl… https://t.co/fZNyIJEvHt,2018Q2
40,MMM,3M Company,20180625,2018,0.3612,0.0,0.898,0.102,Kkr &amp; Co LP Del $KKR Market Valuation Rose While Gvo Asset Management LTD Raised Its Stake; 3M Company $MMM Stock D… https://t.co/cF5jLTDuE4,2018Q2
41,MMM,3M Company,20180625,2018,0.0,0.0,1.0,0.0,3M Co: Heavy volume for 3M Company stock. $MMM https://t.co/dS64sIMoSi https://t.co/eB9sPse1zR,2018Q2
42,MMM,3M Company,20180625,2018,0.0,0.0,1.0,0.0,3M Company $MMM Shareholder Osher Van De Voorde Investment Management Has Trimmed Position by $1.28 Million as Valu… https://t.co/g60uwcE4Fj,2018Q2
43,MMM,3M Company,20180625,2018,-0.128,0.091,0.909,0.0,3M Company $MMM EPS Estimated At $2.63; John Bean Technologies $JBT Shorts Lowered By 0.1% - https://t.co/a5bFwE7Kab,2018Q2
44,MMM,3M Company,20180625,2018,0.5994,0.0,0.786,0.214,Hain Celestial Group $HAIN Shares Declined While Engaged Capital Has Lifted by $45.04 Million Its Position; As 3M C… https://t.co/42Fh5Po8T7,2018Q2
45,MMM,3M Company,20180624,2018,0.2263,0.075,0.804,0.121,"As 3M Company $MMM Stock Value Declined, Farmers &amp; Merchants Investments Lowered Position by $591,957; Oldfield Par… https://t.co/BNjEWkiCUP",2018Q2
46,MMM,3M Company,20180624,2018,0.2732,0.0,0.87,0.13,Signature Financial Management Has Increased Its Townebank Portsmouth Va $TOWN Holding; Interocean Capital Decrease… https://t.co/ARSM8tr4fa,2018Q2
47,MMM,3M Company,20180624,2018,0.2732,0.0,0.896,0.104,3M Company $MMM EPS Estimated At $2.63; Tortoise Capital Advisors Has Decreased Its Nextera Energy Partners LP $NEP… https://t.co/rJAAbBvG2i,2018Q2
48,MMM,3M Company,20180623,2018,0.0,0.0,1.0,0.0,Allen Investment Management Increases Stake in Transdigm Group $TDG; Osher Van De Voorde Investment Management Has… https://t.co/IhA6BanExN,2018Q2
49,MMM,3M Company,20180623,2018,0.0,0.0,1.0,0.0,"3M Co $MMM Holder Ibm Retirement Fund Has Decreased Stake by $330,909; State Farm Mutual Automobile Insurance Compa… https://t.co/PEzpNTaJWA",2018Q2
50,MMM,3M Company,20180623,2018,0.0,0.0,1.0,0.0,3M Company $MMM EPS Estimated At $2.63; Geode Capital Management Has Raised Alexandria Real Estate Equit $ARE Stake https://t.co/MJJJ3Kv2gu,2018Q2
51,MMM,3M Company,20180623,2018,0.3612,0.0,0.872,0.128,"3M Company $MMM Holder Cubic Asset Management Has Decreased Position by $461,871 as Market Valuation Declined; Alig… https://t.co/TBG8DhYvlL",2018Q2
52,MMM,3M Company,20180623,2018,-0.2732,0.104,0.896,0.0,"3M $MMM Market Valuation Declined While Notis-Mcconarty Edward Cut Its Stake by $309,885; Philip Morris Intl $PM Ho… https://t.co/L5rYj8FzkT",2018Q2
53,MMM,3M Company,20180623,2018,-0.128,0.091,0.909,0.0,"VistaGen Therapeutics, Inc. $VTGN Analysts See $-0.28 EPS; Wesbanco Bank Lowered 3M Company $MMM Stake https://t.co/jU00fxaOMK",2018Q2
54,ABT,Abbott Laboratories,20180702,2018,0.0,0.0,1.0,0.0,Analysts See $0.71 EPS for Abbott Laboratories $ABT - https://t.co/BMUdajUxaY,2018Q3
55,ABT,Abbott Laboratories,20180702,2018,0.2023,0.0,0.859,0.141,Abbott Laboratories $ABT Formed Multiple Top Chart Pattern; Buyers Could Thrive - https://t.co/W7CfR3IY2b,2018Q3
56,ABT,Abbott Laboratories,20180701,2018,0.296,0.0,0.833,0.167,$0.71 Earnings Per Share Expected for Abbott Laboratories $ABT This Quarter https://t.co/snN37vj3ay,2018Q3
57,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,Brokerages Anticipate Abbott Laboratories $ABT Will Announce Quarterly Sales of $7.74 Billion https://t.co/tYkubPu8Pt,2018Q3
58,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,$7.74 Billion in Sales Expected for Abbott Laboratories $ABT This Quarter https://t.co/njRtBaoeJX,2018Q3
59,ABT,Abbott Laboratories,20180701,2018,0.296,0.0,0.833,0.167,$0.71 Earnings Per Share Expected for Abbott Laboratories $ABT This Quarter https://t.co/rShlvpLJro,2018Q3
60,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,Zacks: Analysts Expect Abbott Laboratories $ABT Will Post Quarterly Sales of $7.74 Billion https://t.co/S9HGYC3BiL,2018Q3
61,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,$7.74 Billion in Sales Expected for Abbott Laboratories $ABT This Quarter https://t.co/mbmu9gOWbY,2018Q3
62,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,$7.74 Billion in Sales Expected for Abbott Laboratories $ABT This Quarter https://t.co/PyTE8MVWGu,2018Q3
63,ABT,Abbott Laboratories,20180701,2018,0.3612,0.0,0.878,0.122,"Meyer Handelman Co Boosted Qualcomm Com $QCOM Stake by $918,500; Abbott Laboratories $ABT Shareholder Hm Payson &amp; C… https://t.co/HguK4PHrzX",2018Q3
64,ABT,Abbott Laboratories,20180701,2018,-0.1027,0.065,0.935,0.0,"Abbott Laboratories $ABT to pay $0.28 on Aug 15, 2018; Cohen &amp; Steers Select Preferred &amp; Income Fund $PSF Sentiment… https://t.co/kCehcy4wWU",2018Q3
65,ABT,Abbott Laboratories,20180701,2018,0.296,0.0,0.82,0.18,"Brown Advisory Inc. Sells 73,767 Shares of Abbott Laboratories $ABT https://t.co/Els6qP6rWj",2018Q3
66,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,Abbott Laboratories $ABT Earns Outperform Rating from Analysts at Sanford C. Bernstein https://t.co/Akjp1F4imY,2018Q3
67,ABT,Abbott Laboratories,20180701,2018,0.0,0.0,1.0,0.0,Abbott Laboratories $ABT Earns Outperform Rating from Analysts at Sanford C. Bernstein https://t.co/MFyJqBAM35,2018Q3
68,ABT,Abbott Laboratories,20180630,2018,0.0,0.0,1.0,0.0,Abbott Laboratories $ABT Research Coverage Started at Sanford C. Bernstein https://t.co/0G86CrnvMk,2018Q2
69,ABT,Abbott Laboratories,20180630,2018,0.0,0.0,1.0,0.0,Abbott Laboratories $ABT Coverage Initiated by Analysts at Sanford C. Bernstein https://t.co/5dttxjelGp,2018Q2
70,ABT,Abbott Laboratories,20180630,2018,0.296,0.0,0.833,0.167,"Bruce &amp; Co. Inc. Buys 15,800 Shares of Abbott Laboratories $ABT https://t.co/hUgcdvCzGq",2018Q2
71,ABT,Abbott Laboratories,20180630,2018,0.0,0.0,1.0,0.0,HAP Trading LLC Reduces Position in Abbott Laboratories $ABT  https://t.co/ZbLTmwRw7a,2018Q2
72,ABT,Abbott Laboratories,20180629,2018,0.0772,0.0,0.942,0.058,A bullish Moving out of Oversold has occurred at 4:00 PM Jun 29 at  $60.98 on Abbott Laboratories (ABT) $ABT Want t… https://t.co/2JnhpdiRxm,2018Q2
73,ABT,Abbott Laboratories,20180629,2018,0.0,0.0,1.0,0.0,Levin Capital Strategies LP Has Upped Its Kkr &amp; Co LP Del $KKR Position by $1.24 Million; Valuation Rose; Hl Financ… https://t.co/Z0eUxqUadW,2018Q2
74,ABT,Abbott Laboratories,20180629,2018,0.0,0.0,1.0,0.0,Abbott Laboratories $ABT Shareholder Graybill Bartz &amp; Assoc LTD Has Decreased Its Stake; As Altra Indl Motion $AIMC… https://t.co/nL62jxsEs7,2018Q2
75,ABT,Abbott Laboratories,20180629,2018,0.296,0.0,0.833,0.167,Abbott Laboratories $ABT Shares Sold by The Manufacturers Life Insurance Company https://t.co/ENIZPgOIFv,2018Q2
76,ABT,Abbott Laboratories,20180629,2018,0.2732,0.0,0.87,0.13,Schmidt P J Investment Management Has Increased Its Abbott Laboratories $ABT Holding; Geode Capital Management Incr… https://t.co/rqnoH998mC,2018Q2
77,ABT,Abbott Laboratories,20180629,2018,0.0,0.0,1.0,0.0,Abbott Laboratories $ABT Trades at $61.27 After Triangle; Immunomedics Has 1.26 Sentiment - https://t.co/PnXRiMHD75,2018Q2
78,ABT,Abbott Laboratories,20180629,2018,0.0,0.0,1.0,0.0,"Ledyard National Bank Trimmed Abbott Laboratories $ABT Holding By $836,561; Logan Capital Management Trimmed Its Gl… https://t.co/z0j54fV8E5",2018Q2
79,ABT,Abbott Laboratories,20180629,2018,-0.1027,0.08,0.92,0.0,"Abbott Laboratories $ABT to pay $0.28 on Aug 15, 2018; Transcat $TRNS SI Decreased By 12.05% - https://t.co/1bpFldYPpl",2018Q2
80,ABT,Abbott Laboratories,20180629,2018,0.3612,0.0,0.865,0.135,"Confluence Investment Management Has Boosted By $596,313 Its Abbott Laboratories $ABT Stake; Medley Capital $MCC Ha… https://t.co/suBIEItdBT",2018Q2
81,ABT,Abbott Laboratories,20180629,2018,0.296,0.0,0.804,0.196,Abbott Laboratories $ABT Shares Bought by Private Ocean LLC  https://t.co/tX91cShTFy,2018Q2
82,ABT,Abbott Laboratories,20180628,2018,0.5106,0.0,0.845,0.155,"As General Electric Co $GE Stock Price Declined, Holder Mechanics Bank Trust Department Trimmed Its Position by $36… https://t.co/cqkfSojzxf",2018Q2
83,ABT,Abbott Laboratories,20180628,2018,0.3612,0.0,0.878,0.122,"Martin Currie LTD Has Decreased Position in Accenture Plc Ireland $ACN by $807,687; Dock Street Asset Management Ha… https://t.co/2niuW1q95M",2018Q2
84,ABT,Abbott Laboratories,20180628,2018,-0.2732,0.1,0.9,0.0,"As Abbott Laboratories $ABT Stock Rose, Shareholder Graybill Bartz &amp; Assoc LTD Cut Its Position by $407,572; As Jd… https://t.co/qfxOLmEovw",2018Q2
85,ABT,Abbott Laboratories,20180628,2018,0.0772,0.0,0.942,0.058,A bullish Big MAC (Bullish) has occurred at 12:00 PM Jun 28 at  $61.32 on Abbott Laboratories (ABT) $ABT Want to Ea… https://t.co/btybdKJ1Ns,2018Q2
86,ABT,Abbott Laboratories,20180628,2018,0.0516,0.0,0.938,0.062,GOL Linhas AÃ©reas Inteligentes S.A. $GOL Reaches $5.41 After 7.00% Up Move; Last Week Abbott Laboratories $ABT Cov… https://t.co/sm4sveSDEr,2018Q2
87,ABT,Abbott Laboratories,20180628,2018,0.0,0.0,1.0,0.0,"Nuwave Investment Management Raised By $323,320 Its Abbott Laboratories $ABT Holding; Shorts at SHENZHEN INVESTMENT… https://t.co/ovT3udQBZf",2018Q2
88,ABT,Abbott Laboratories,20180628,2018,0.2732,0.0,0.9,0.1,Patten &amp; Patten Upped By $1.06 Million Its Abbott Laboratories $ABT Stake; Qumu $QUMU Sellers Increased By 8.41% Th… https://t.co/uuBoVq02ns,2018Q2
89,ABT,Abbott Laboratories,20180628,2018,0.0,0.0,1.0,0.0,Eastern Bank Upped Abbott Laboratories $ABT Stake by $12.41 Million; Goodyear Tires $GT Shareholder Cim Investment… https://t.co/NORjC5fQWn,2018Q2
90,ABT,Abbott Laboratories,20180628,2018,0.6124,0.091,0.603,0.306,Dock Street Asset Management Position in Abbott Laboratories $ABT Has Cut as Share Value Rose; Parametrica Manageme… https://t.co/HeQEYz9wuE,2018Q2
91,ABT,Abbott Laboratories,20180628,2018,0.0,0.0,1.0,0.0,"Graybill Bartz &amp; Assoc LTD Has Trimmed By $407,572 Its Abbott Laboratories $ABT Holding; Mfa Financial $MFA Has 0.9… https://t.co/QzKmXvAS6w",2018Q2
